Check failed for (fp128): alpha = -6.276902121872406890448361479792446694e+00; beta = -1.569225530468101722612090369948111674e+00; diff = 3.851859888774471706111955885169854637e-34; -999/1000
Check failed for (fp128): alpha = 2.538406864100552936677815853689838304e+00; beta = 6.346017160251382341694539634224595759e-01; diff = 1.818077867501550645284843177800171389e-31; 404/1000
Check failed for (fp128): alpha = 2.544690049407732523154741140456397590e+00; beta = 6.361725123519331307886852851140993974e-01; diff = 8.628166150854816621690781182780474387e-32; 405/1000
Check failed for (fp128): alpha = 2.550973234714912109631666427222956490e+00; beta = 6.377433086787280274079166068057391226e-01; diff = 4.622231866529366047334347062203825564e-32; 406/1000
Check failed for (fp128): alpha = 2.557256420022091696108591713989515006e+00; beta = 6.393141050055229240271479284973787515e-01; diff = 7.087422195345027939245998828712532532e-32; 407/1000
Check failed for (fp128): alpha = 2.563539605329271282585517000756074292e+00; beta = 6.408849013323178206463792501890185730e-01; diff = 2.002967142162725287178217060288324411e-32; 408/1000
Check failed for (fp128): alpha = 2.569822790636450869062442287522633193e+00; beta = 6.424556976591127172656105718806582982e-01; diff = 1.540743955509788682444782354067941855e-32; 409/1000
Check failed for (fp128): alpha = 2.576105975943630455539367574289192094e+00; beta = 6.440264939859076138848418935722980234e-01; diff = 1.540743955509788682444782354067941855e-32; 410/1000
Check failed for (fp128): alpha = 2.582389161250810042016292861055751380e+00; beta = 6.455972903127025105040732152639378449e-01; diff = 4.622231866529366047334347062203825564e-33; 411/1000
Check failed for (fp128): alpha = 2.588672346557989628493218147822310280e+00; beta = 6.471680866394974071233045369555775701e-01; diff = 6.162975822039154729779129416271767419e-33; 412/1000
Check failed for (fp128): alpha = 2.594955531865169214970143434588869566e+00; beta = 6.487388829662923037425358586472173916e-01; diff = 3.081487911019577364889564708135883710e-33; 413/1000
Check failed for (fp128): alpha = 2.601238717172348801447068721355428467e+00; beta = 6.503096792930872003617671803388571168e-01; diff = 1.078520768856852077711347647847559298e-32; 414/1000
Check failed for (fp128): alpha = 2.607521902479528387923994008121987368e+00; beta = 6.518804756198820969809985020304968420e-01; diff = 4.622231866529366047334347062203825564e-33; 415/1000
Check failed for (fp128): alpha = 2.613805087786707974400919294888546269e+00; beta = 6.534512719466769936002298237221365672e-01; diff = 4.622231866529366047334347062203825564e-33; 416/1000
Check failed for (fp128): alpha = 2.620088273093887560877844581655105170e+00; beta = 6.550220682734718902194611454137762924e-01; diff = 3.851859888774471706111955885169854637e-33; 417/1000
Check failed for (fp128): alpha = 2.626371458401067147354769868421664456e+00; beta = 6.565928646002667868386924671054161139e-01; diff = 1.155557966632341511833586765550956391e-32; 418/1000
Check failed for (fp128): alpha = 2.632654643708246733831695155188223357e+00; beta = 6.581636609270616834579237887970558392e-01; diff = 1.001483571081362643589108530144162206e-32; 419/1000
Check failed for (fp128): alpha = 2.638937829015426320308620441954782257e+00; beta = 6.597344572538565800771551104886955644e-01; diff = 8.474091755303837753446302947373680202e-33; 420/1000
Check failed for (fp128): alpha = 2.645221014322605906785545728721341543e+00; beta = 6.613052535806514766963864321803353859e-01; diff = 2.311115933264683023667173531101912782e-33; 421/1000
Check failed for (fp128): alpha = 2.651504199629785493262471015487900444e+00; beta = 6.628760499074463733156177538719751111e-01; diff = 3.851859888774471706111955885169854637e-33; 422/1000
Check failed for (fp128): alpha = 2.657787384936965079739396302254459345e+00; beta = 6.644468462342412699348490755636148363e-01; diff = 1.540743955509788682444782354067941855e-33; 423/1000
Check failed for (fp128): alpha = 2.664070570244144666216321589021018246e+00; beta = 6.660176425610361665540803972552545615e-01; diff = 1.540743955509788682444782354067941855e-33; 424/1000
Check failed for (fp128): alpha = 2.670353755551324252693246875787577147e+00; beta = 6.675884388878310631733117189468942867e-01; diff = 3.851859888774471706111955885169854637e-33; 425/1000
Check failed for (fp128): alpha = 2.676636940858503839170172162554136433e+00; beta = 6.691592352146259597925430406385341082e-01; diff = 7.703719777548943412223911770339709274e-34; 426/1000
Check failed for (fp128): alpha = 2.689203311472863012124022736087254234e+00; beta = 6.723008278682157530310056840218135586e-01; diff = 7.703719777548943412223911770339709274e-34; 428/1000
Check failed for (fp128): alpha = 2.695486496780042598600948022853813520e+00; beta = 6.738716241950106496502370057134533801e-01; diff = 7.703719777548943412223911770339709274e-34; 429/1000
Check failed for (fp128): alpha = 2.701769682087222185077873309620372421e+00; beta = 6.754424205218055462694683274050931053e-01; diff = 7.703719777548943412223911770339709274e-34; 430/1000
Check failed for (fp128): alpha = 2.708052867394401771554798596386931707e+00; beta = 6.770132168486004428886996490967329268e-01; diff = 3.851859888774471706111955885169854637e-33; 431/1000
Check failed for (fp128): alpha = 2.714336052701581358031723883153490608e+00; beta = 6.785840131753953395079309707883726520e-01; diff = 3.466673899897024535500760296652869173e-33; 432/1000
Check failed for (fp128): alpha = 2.720619238008760944508649169920049509e+00; beta = 6.801548095021902361271622924800123772e-01; diff = 3.466673899897024535500760296652869173e-33; 433/1000
Check failed for (fp128): alpha = 2.726902423315940530985574456686608410e+00; beta = 6.817256058289851327463936141716521024e-01; diff = 3.851859888774471706111955885169854637e-33; 434/1000
Check failed for (fp128): alpha = 2.733185608623120117462499743453167311e+00; beta = 6.832964021557800293656249358632918276e-01; diff = 2.311115933264683023667173531101912782e-33; 435/1000
Check failed for (fp128): alpha = 2.739468793930299703939425030219726211e+00; beta = 6.848671984825749259848562575549315528e-01; diff = 2.311115933264683023667173531101912782e-33; 436/1000
Check failed for (fp128): alpha = 2.745751979237479290416350316986285497e+00; beta = 6.864379948093698226040875792465713743e-01; diff = 1.155557966632341511833586765550956391e-33; 437/1000
Check failed for (fp128): alpha = 2.752035164544658876893275603752844398e+00; beta = 6.880087911361647192233189009382110996e-01; diff = 1.155557966632341511833586765550956391e-33; 438/1000
Check failed for (fp128): alpha = 2.758318349851838463370200890519403684e+00; beta = 6.895795874629596158425502226298509211e-01; diff = 3.851859888774471706111955885169854637e-34; 439/1000
Check failed for (fp128): alpha = 2.764601535159018049847126177285962585e+00; beta = 6.911503837897545124617815443214906463e-01; diff = 7.703719777548943412223911770339709274e-34; 440/1000
Check failed for (fp128): alpha = 2.777167905773377222800976750819080387e+00; beta = 6.942919764433443057002441877047700967e-01; diff = 3.851859888774471706111955885169854637e-34; 442/1000
Check failed for (fp128): alpha = 2.789734276387736395754827324352198188e+00; beta = 6.974335690969340989387068310880495471e-01; diff = 3.851859888774471706111955885169854637e-34; 444/1000
Check failed for (fp128): alpha = 2.796017461694915982231752611118757474e+00; beta = 6.990043654237289955579381527796893686e-01; diff = 7.703719777548943412223911770339709274e-34; 445/1000
Check failed for (fp128): alpha = 2.802300647002095568708677897885316375e+00; beta = 7.005751617505238921771694744713290938e-01; diff = 1.155557966632341511833586765550956391e-33; 446/1000
Check failed for (fp128): alpha = 2.808583832309275155185603184651875661e+00; beta = 7.021459580773187887964007961629689153e-01; diff = 7.703719777548943412223911770339709274e-34; 447/1000
Check failed for (fp128): alpha = 2.814867017616454741662528471418434562e+00; beta = 7.037167544041136854156321178546086405e-01; diff = 1.155557966632341511833586765550956391e-33; 448/1000
Check failed for (fp128): alpha = 2.821150202923634328139453758184993463e+00; beta = 7.052875507309085820348634395462483657e-01; diff = 1.925929944387235853055977942584927319e-33; 449/1000
Check failed for (fp128): alpha = 2.827433388230813914616379044951552749e+00; beta = 7.068583470577034786540947612378881872e-01; diff = 7.703719777548943412223911770339709274e-34; 450/1000
Check failed for (fp128): alpha = 2.833716573537993501093304331718111650e+00; beta = 7.084291433844983752733260829295279124e-01; diff = 3.851859888774471706111955885169854637e-34; 451/1000
Check failed for (fp128): alpha = 2.839999758845173087570229618484670550e+00; beta = 7.099999397112932718925574046211676376e-01; diff = 7.703719777548943412223911770339709274e-34; 452/1000
Check failed for (fp128): alpha = 2.846282944152352674047154905251229451e+00; beta = 7.115707360380881685117887263128073628e-01; diff = 7.703719777548943412223911770339709274e-34; 453/1000
Check failed for (fp128): alpha = 2.852566129459532260524080192017788352e+00; beta = 7.131415323648830651310200480044470880e-01; diff = 3.851859888774471706111955885169854637e-34; 454/1000
Check failed for (fp128): alpha = 2.858849314766711847001005478784347638e+00; beta = 7.147123286916779617502513696960869095e-01; diff = 7.703719777548943412223911770339709274e-34; 455/1000
Check failed for (fp128): alpha = 2.865132500073891433477930765550906539e+00; beta = 7.162831250184728583694826913877266347e-01; diff = 3.851859888774471706111955885169854637e-34; 456/1000
Check failed for (fp128): alpha = 2.877698870688250606431781339084024726e+00; beta = 7.194247176720626516079453347710061815e-01; diff = 3.851859888774471706111955885169854637e-34; 458/1000
Check failed for (fp128): alpha = 2.890265241302609779385631912617142527e+00; beta = 7.225663103256524448464079781542856319e-01; diff = 9.629649721936179265279889712924636593e-34; 460/1000
Check failed for (fp128): alpha = 2.896548426609789365862557199383701428e+00; beta = 7.241371066524473414656392998459253571e-01; diff = 5.777789833161707559167933827754781956e-34; 461/1000
Check failed for (fp128): alpha = 2.902831611916968952339482486150260329e+00; beta = 7.257079029792422380848706215375650823e-01; diff = 5.777789833161707559167933827754781956e-34; 462/1000
Check failed for (fp128): alpha = 2.909114797224148538816407772916819615e+00; beta = 7.272786993060371347041019432292049038e-01; diff = 7.703719777548943412223911770339709274e-34; 463/1000
Check failed for (fp128): alpha = 2.915397982531328125293333059683378516e+00; beta = 7.288494956328320313233332649208446290e-01; diff = 9.629649721936179265279889712924636593e-34; 464/1000
Check failed for (fp128): alpha = 2.921681167838507711770258346449937802e+00; beta = 7.304202919596269279425645866124844505e-01; diff = 3.851859888774471706111955885169854637e-34; 465/1000
Check failed for (fp128): alpha = 2.927964353145687298247183633216496703e+00; beta = 7.319910882864218245617959083041241757e-01; diff = 3.851859888774471706111955885169854637e-34; 466/1000
Check failed for (fp128): alpha = 2.934247538452866884724108919983055604e+00; beta = 7.335618846132167211810272299957639009e-01; diff = 3.851859888774471706111955885169854637e-34; 467/1000
Check failed for (fp128): alpha = 2.940530723760046471201034206749614890e+00; beta = 7.351326809400116178002585516874037224e-01; diff = 1.925929944387235853055977942584927319e-34; 468/1000
Check failed for (fp128): alpha = 2.946813909067226057677959493516173405e+00; beta = 7.367034772668065144194898733790433513e-01; diff = 1.925929944387235853055977942584927319e-34; 469/1000
Check failed for (fp128): alpha = 2.953097094374405644154884780282732306e+00; beta = 7.382742735936014110387211950706830765e-01; diff = 1.925929944387235853055977942584927319e-34; 470/1000
Check failed for (fp128): alpha = 2.959380279681585230631810067049291592e+00; beta = 7.398450699203963076579525167623228980e-01; diff = 1.925929944387235853055977942584927319e-34; 471/1000
Check failed for (fp128): alpha = 2.971946650295944403585660640582409779e+00; beta = 7.429866625739861008964151601456024447e-01; diff = 1.925929944387235853055977942584927319e-34; 473/1000
Check failed for (fp128): alpha = 2.978229835603123990062585927348968680e+00; beta = 7.445574589007809975156464818372421699e-01; diff = 1.925929944387235853055977942584927319e-34; 474/1000
Check failed for (fp128): alpha = 2.984513020910303576539511214115527581e+00; beta = 7.461282552275758941348778035288818951e-01; diff = 5.777789833161707559167933827754781956e-34; 475/1000
Check failed for (fp128): alpha = 2.990796206217483163016436500882086867e+00; beta = 7.476990515543707907541091252205217166e-01; diff = 5.777789833161707559167933827754781956e-34; 476/1000
Check failed for (fp128): alpha = 2.997079391524662749493361787648645767e+00; beta = 7.492698478811656873733404469121614419e-01; diff = 3.851859888774471706111955885169854637e-34; 477/1000
Check failed for (fp128): alpha = 3.003362576831842335970287074415204668e+00; beta = 7.508406442079605839925717686038011671e-01; diff = 5.777789833161707559167933827754781956e-34; 478/1000
Check failed for (fp128): alpha = 3.009645762139021922447212361181763569e+00; beta = 7.524114405347554806118030902954408923e-01; diff = 5.777789833161707559167933827754781956e-34; 479/1000
Check failed for (fp128): alpha = 3.015928947446201508924137647948322470e+00; beta = 7.539822368615503772310344119870806175e-01; diff = 5.777789833161707559167933827754781956e-34; 480/1000
Check failed for (fp128): alpha = 3.028495318060560681877988221481440657e+00; beta = 7.571238295151401704694970553703601642e-01; diff = 1.925929944387235853055977942584927319e-34; 482/1000
